Customer ID,CY Customers,CY Orders,Order Date,Order ID,Postal Code,Product ID,PY Customers,PY Orders,Row ID,Segment,Ship Date,Ship Mode,CY Profit,CY Quantity,CY Sales,Discount,Order Date (Year),Profit,PY Profit,PY Quantity,PY Sales,Quantity,Sales
PF-19225,,,3/11/2022,CA-2022-114972,90032,TEC-AC-10000682,PF-19225,CA-2022-114972,2475,Consumer,6/11/2022,First Class,,,,0,2022,29.0325,$0K,$5,$0K,5,82.95
XP-21865,XP-21865,US-2023-115595,9/10/2023,US-2023-115595,90032,OFF-PA-10001745,,,5259,Consumer,11/10/2023,First Class,$0K,$5,$0K,0,2023,16.544,,,,5,35.2
SC-20575,SC-20575,US-2023-141509,29/9/2023,US-2023-141509,90036,OFF-AR-10002067,,,7663,Consumer,1/10/2023,First Class,$0K,$5,$0K,0,2023,25.792,,,,5,99.2
NM-18520,,,3/12/2022,CA-2022-153598,90045,TEC-AC-10003870,NM-18520,CA-2022-153598,5426,Consumer,6/12/2022,First Class,,,,0,2022,659.98,$1K,$5,$2K,5,1649.95
NM-18520,,,8/9/2021,CA-2021-162166,92553,OFF-PA-10002606,,,5057,Consumer,11/9/2021,First Class,,,,0,2021,11.88,,,,5,26.4
RD-19585,,,13/12/2021,CA-2021-157770,92592,TEC-AC-10001552,,,3290,Consumer,15/12/2021,First Class,,,,0,2021,27.3735,,,,5,248.85
GA-14725,,,19/3/2021,CA-2021-149993,93534,OFF-FA-10001561,,,5588,Consumer,20/3/2021,First Class,,,,0,2021,3.597,,,,5,10.9
AA-10645,,,4/7/2022,CA-2022-147137,94109,FUR-FU-10000221,AA-10645,CA-2022-147137,4452,Consumer,6/7/2022,First Class,,,,0,2022,8.636,$0K,$5,$0K,5,25.4
PR-18880,PR-18880,US-2023-109253,21/8/2023,US-2023-109253,94601,OFF-LA-10001158,,,3341,Consumer,22/8/2023,First Class,$0K,$5,$0K,0,2023,24.84,,,,5,51.75
AG-10270,,,20/9/2021,CA-2021-153738,01841,OFF-BI-10001308,,,8037,Consumer,22/9/2021,First Class,,,,0,2021,16.956,,,,6,37.68
MW-18220,,,20/9/2020,CA-2020-125997,10011,OFF-LA-10002762,,,9397,Consumer,23/9/2020,First Class,,,,0,2020,35.3346,,,,6,75.18
AH-10210,,,7/12/2021,CA-2021-165050,10024,TEC-PH-10001336,,,4979,Consumer,9/12/2021,First Class,,,,0,2021,224.4426,,,,6,773.94
DK-13090,,,14/2/2022,CA-2022-134334,20735,FUR-FU-10003274,DK-13090,CA-2022-134334,7814,Consumer,15/2/2022,First Class,,,,0,2022,4.6464,$0K,$6,$0K,6,10.56
CM-12160,,,21/10/2022,CA-2022-111493,21215,TEC-AC-10004510,CM-12160,CA-2022-111493,4186,Consumer,22/10/2022,First Class,,,,0,2022,9.816,$0K,$6,$0K,6,98.16
GZ-14470,GZ-14470,CA-2023-156769,6/5/2023,CA-2023-156769,22204,OFF-AR-10003179,,,4127,Consumer,9/5/2023,First Class,$0K,$6,$0K,0,2023,18.0378,,,,6,54.66
JS-15880,,,12/2/2022,CA-2022-110492,30318,OFF-ST-10003716,JS-15880,CA-2022-110492,7194,Consumer,14/2/2022,First Class,,,,0,2022,175.5156,$0K,$6,$1K,6,1350.12
KW-16570,,,18/4/2021,CA-2021-102722,71203,TEC-AC-10003116,,,2512,Consumer,19/4/2021,First Class,,,,0,2021,41.535,,,,6,106.5
CK-12595,,,6/6/2022,US-2022-167472,72209,TEC-AC-10001109,CK-12595,US-2022-167472,5532,Consumer,7/6/2022,First Class,,,,0,2022,75.5748,$0K,$6,$0K,6,179.94
JB-15925,,,5/12/2020,CA-2020-150203,90032,OFF-AP-10001469,,,7715,Consumer,7/12/2020,First Class,,,,0,2020,72.5754,,,,6,250.26
KD-16270,,,12/12/2021,CA-2021-110870,90032,TEC-AC-10002926,,,8002,Consumer,15/12/2021,First Class,,,,0,2021,128.9742,,,,6,299.94
MV-18190,,,17/6/2022,CA-2022-123512,90045,OFF-LA-10000081,MV-18190,CA-2022-123512,6617,Consumer,19/6/2022,First Class,,,,0,2022,10.8,$0K,$6,$0K,6,22.5
NM-18520,,,3/12/2022,CA-2022-153598,90045,FUR-FU-10001085,NM-18520,CA-2022-153598,5427,Consumer,6/12/2022,First Class,,,,0,2022,51.474,$0K,$6,$0K,6,111.9
NM-18520,,,8/9/2021,CA-2021-162166,92553,OFF-ST-10002486,,,5058,Consumer,11/9/2021,First Class,,,,0,2021,0.8376,,,,6,41.88
VG-21790,VG-21790,CA-2023-150189,8/7/2023,CA-2023-150189,94403,OFF-LA-10002762,,,3216,Consumer,10/7/2023,First Class,$0K,$6,$0K,0,2023,35.3346,,,,6,75.18
CC-12220,CC-12220,US-2023-107888,16/11/2023,US-2023-107888,98103,OFF-PA-10001363,,,6541,Consumer,19/11/2023,First Class,$0K,$6,$0K,0,2023,34.6296,,,,6,73.68
CD-12280,CD-12280,US-2023-132444,18/11/2023,US-2023-132444,98105,OFF-ST-10003442,,,1653,Consumer,21/11/2023,First Class,$0K,$6,$0K,0,2023,45.8136,,,,6,169.68
KM-16720,KM-16720,CA-2023-167395,2/12/2023,CA-2023-167395,01852,OFF-AP-10001293,,,9727,Consumer,4/12/2023,First Class,$0K,$7,$0K,0,2023,80.3208,,,,7,286.86
TC-21295,,,14/10/2020,CA-2020-151330,02149,OFF-ST-10000615,,,9635,Consumer,17/10/2020,First Class,,,,0,2020,22.246,,,,7,79.45
AG-10900,,,17/5/2022,CA-2022-158435,06708,OFF-SU-10000381,AG-10900,CA-2022-158435,4705,Consumer,18/5/2022,First Class,,,,0,2022,18.8993,$0K,$7,$0K,7,65.17
CD-11920,CD-11920,CA-2023-111556,20/11/2023,CA-2023-111556,10035,OFF-PA-10003651,,,4389,Consumer,22/11/2023,First Class,$0K,$7,$0K,0,2023,22.4448,,,,7,46.76
BF-11080,BF-11080,CA-2023-140676,12/9/2023,CA-2023-140676,21215,OFF-AP-10000358,,,2078,Consumer,15/9/2023,First Class,$0K,$7,$0K,0,2023,26.3494,,,,7,90.86
PM-18940,,,9/12/2022,CA-2022-102092,22153,FUR-TA-10002530,PM-18940,CA-2022-102092,8555,Consumer,11/12/2022,First Class,,,,0,2022,158.529,$0K,$7,$1K,7,1056.86
RF-19840,,,13/8/2022,CA-2022-125843,22153,OFF-LA-10003923,RF-19840,CA-2022-125843,7926,Consumer,16/8/2022,First Class,,,,0,2022,51.8,$0K,$7,$0K,7,103.6
LL-16840,,,16/4/2021,CA-2021-137974,22980,FUR-FU-10001468,,,7459,Consumer,18/4/2021,First Class,,,,0,2021,119.686,,,,7,1196.86
AG-10675,AG-10675,CA-2023-163335,24/9/2023,CA-2023-163335,31907,OFF-BI-10002827,,,5185,Consumer,27/9/2023,First Class,$0K,$7,$0K,0,2023,17.8066,,,,7,38.71
TP-21130,TP-21130,CA-2023-120376,22/12/2023,CA-2023-120376,48227,FUR-CH-10002335,,,2057,Consumer,25/12/2023,First Class,$0K,$7,$2K,0,2023,412.5394,,,,7,1586.69
HL-15040,,,12/5/2020,CA-2020-127159,53209,FUR-FU-10000010,,,1658,Consumer,15/5/2020,First Class,,,,0,2020,10.7849,,,,7,34.79
KD-16270,,,12/12/2021,CA-2021-110870,90032,OFF-SU-10001225,,,8003,Consumer,15/12/2021,First Class,,,,0,2021,0.5152,,,,7,25.76
PF-19225,,,3/11/2022,CA-2022-114972,90032,OFF-LA-10004545,PF-19225,CA-2022-114972,2476,Consumer,6/11/2022,First Class,,,,0,2022,41.2237,$0K,$7,$0K,7,87.71
RL-19615,RL-19615,US-2023-151127,22/5/2023,US-2023-151127,90049,OFF-AR-10002445,,,7245,Consumer,25/5/2023,First Class,$0K,$7,$0K,0,2023,18.8328,,,,7,49.56
RC-19825,,,20/6/2022,CA-2022-141397,91104,OFF-PA-10002986,RC-19825,CA-2022-141397,1307,Consumer,21/6/2022,First Class,,,,0,2022,22.4448,$0K,$7,$0K,7,46.76
PG-18820,PG-18820,CA-2023-140186,29/9/2023,CA-2023-140186,93309,OFF-FA-10002280,,,5791,Consumer,2/10/2023,First Class,$0K,$7,$0K,0,2023,16.8,,,,7,35
SG-20470,,,28/11/2020,CA-2020-159800,94109,TEC-AC-10003447,,,5550,Consumer,1/12/2020,First Class,,,,0,2020,34.9825,,,,7,139.93
EC-14050,EC-14050,CA-2023-161102,31/7/2023,CA-2023-161102,94110,FUR-FU-10003142,,,6456,Consumer,3/8/2023,First Class,$0K,$7,$0K,0,2023,11.4576,,,,7,36.96
LH-17020,,,4/11/2022,CA-2022-166443,94122,FUR-FU-10004020,LH-17020,CA-2022-166443,2946,Consumer,5/11/2022,First Class,,,,0,2022,16.4647,$0K,$7,$0K,7,38.29
AH-10210,AH-10210,US-2023-148831,13/10/2023,US-2023-148831,40214,OFF-ST-10002974,,,9091,Consumer,15/10/2023,First Class,$0K,$8,$0K,0,2023,104.568,,,,8,348.56
RP-19390,,,1/12/2020,CA-2020-120474,53711,FUR-CH-10001854,,,1792,Consumer,3/12/2020,First Class,,,,0,2020,673.8816,,,,8,2807.84
TC-21295,,,14/10/2020,CA-2020-151330,02149,FUR-CH-10000749,,,9636,Consumer,17/10/2020,First Class,,,,0,2020,260.6112,,,,9,1628.82
MW-18220,,,20/9/2020,CA-2020-125997,10011,TEC-PH-10003072,,,9399,Consumer,23/9/2020,First Class,,,,0,2020,661.4559,,,,9,1349.91
JM-15250,JM-15250,CA-2023-128853,21/4/2023,CA-2023-128853,21215,FUR-CH-10004218,,,7184,Consumer,23/4/2023,First Class,$0K,$9,$1K,0,2023,227.205,,,,9,908.82
LL-16840,,,16/4/2021,CA-2021-137974,22980,FUR-BO-10001519,,,7460,Consumer,18/4/2021,First Class,,,,0,2021,125.5824,,,,9,523.26
TB-21520,TB-21520,CA-2023-133718,23/7/2023,CA-2023-133718,90045,OFF-PA-10002689,,,9231,Consumer,26/7/2023,First Class,$0K,$9,$0K,0,2023,27.9936,,,,9,58.32
LF-17185,LF-17185,CA-2023-148264,8/12/2023,CA-2023-148264,90301,OFF-PA-10003651,,,3433,Consumer,9/12/2023,First Class,$0K,$9,$0K,0,2023,28.8576,,,,9,60.12
CV-12295,CV-12295,US-2023-117534,25/3/2023,US-2023-117534,93727,OFF-AR-10003087,,,2384,Consumer,26/3/2023,First Class,$0K,$9,$0K,0,2023,4.4856,,,,9,16.02
SC-20725,,,30/1/2022,CA-2022-153661,94122,OFF-LA-10004689,SC-20725,CA-2022-153661,7292,Consumer,31/1/2022,First Class,,,,0,2022,12.2247,$0K,$9,$0K,9,26.01
SC-20725,,,30/1/2022,CA-2022-153661,94122,OFF-ST-10000675,SC-20725,CA-2022-153661,7290,Consumer,31/1/2022,First Class,,,,0,2022,76.2525,$0K,$9,$0K,9,305.01
NP-18670,NP-18670,CA-2023-167227,2/11/2023,CA-2023-167227,63116,OFF-AP-10001962,,,8020,Consumer,5/11/2023,First Class,$0K,$10,$0K,0,2023,20.975,,,,10,83.9
CA-12775,,,11/12/2021,CA-2021-135853,48205,TEC-AC-10004761,,,8509,Consumer,14/12/2021,First Class,,,,0,2021,61.3305,,,,11,175.23
LL-16840,,,12/8/2020,CA-2020-153927,30188,TEC-AC-10000023,,,9883,Consumer,13/8/2020,First Class,,,,0,2020,98.1396,,,,13,272.61
SG-20470,,,29/6/2021,CA-2021-165799,10024,FUR-CH-10001482,,,9024,Consumer,2/7/2021,First Class,,,,0.1,2021,1.3098,,,,1,117.882
MH-18025,,,8/7/2020,CA-2020-150301,14215,FUR-CH-10002647,,,4780,Consumer,10/7/2020,First Class,,,,0.1,2020,10.647,,,,1,63.882
MB-17305,,,14/11/2022,CA-2022-118759,10009,FUR-CH-10002335,MB-17305,CA-2022-118759,4531,Consumer,17/11/2022,First Class,,,,0.1,2022,72.5344,$0K,$2,$0K,2,408.006
MW-18220,,,20/9/2020,CA-2020-125997,10011,FUR-CH-10001394,,,9395,Consumer,23/9/2020,First Class,,,,0.1,2020,140.396,,,,2,631.782
CC-12220,,,4/10/2020,CA-2020-166891,10024,FUR-CH-10003298,,,6440,Consumer,6/10/2020,First Class,,,,0.1,2020,-6.549,,,,5,589.41
MV-18190,,,17/6/2022,CA-2022-123512,90045,FUR-BO-10004218,MV-18190,CA-2022-123512,6616,Consumer,19/6/2022,First Class,,,,0.15,2022,14.098,$0K,$2,$0K,2,239.666
LC-17050,,,31/1/2020,CA-2020-115161,92691,FUR-BO-10003966,,,3366,Consumer,2/2/2020,First Class,,,,0.15,2020,3.4196,,,,2,290.666
AA-10645,,,4/7/2022,CA-2022-147137,94109,FUR-BO-10001811,AA-10645,CA-2022-147137,4454,Consumer,6/7/2022,First Class,,,,0.15,2022,225.735,$0K,$5,$1K,5,1279.165
EP-13915,,,6/7/2020,CA-2020-134278,10011,TEC-CO-10001046,,,1550,Consumer,8/7/2020,First Class,,,,0.2,2020,174.9975,,,,1,559.992
BM-11140,,,4/12/2022,CA-2022-126004,10024,OFF-BI-10004656,BM-11140,CA-2022-126004,1225,Consumer,5/12/2022,First Class,,,,0.2,2022,0.6048,$0K,$1,$0K,1,1.728
RD-19900,,,19/11/2020,US-2020-149034,19120,TEC-AC-10003023,,,8973,Consumer,21/11/2020,First Class,,,,0.2,2020,-1.1874,,,,1,47.496
RW-19690,RW-19690,CA-2023-167752,15/1/2023,CA-2023-167752,19134,OFF-AP-10000159,,,2767,Consumer,18/1/2023,First Class,$0K,$1,$0K,0.2,2023,3.8682,,,,1,34.384
DL-13330,,,23/6/2020,US-2020-130358,28027,OFF-SU-10002522,,,4065,Consumer,26/6/2020,First Class,,,,0.2,2020,0.3492,,,,1,3.104
JH-15820,,,21/11/2021,CA-2021-102778,28110,FUR-FU-10000087,,,9286,Consumer,24/11/2021,First Class,,,,0.2,2021,4.7712,,,,1,18.176
RB-19570,RB-19570,CA-2023-138779,14/1/2023,CA-2023-138779,28540,OFF-EN-10002504,,,1183,Consumer,15/1/2023,First Class,$0K,$1,$0K,0.2,2023,7.3386,,,,1,21.744
PJ-19015,PJ-19015,CA-2023-151218,20/6/2023,CA-2023-151218,33180,OFF-ST-10004835,,,5293,Consumer,23/6/2023,First Class,$0K,$1,$0K,0.2,2023,0.3348,,,,1,4.464
AC-10450,,,15/6/2021,US-2021-106495,33614,TEC-AC-10002718,,,5815,Consumer,17/6/2021,First Class,,,,0.2,2021,-0.7295,,,,1,11.672
DD-13570,,,30/12/2020,CA-2020-166730,38109,OFF-ST-10002554,,,8969,Consumer,1/1/2021,First Class,,,,0.2,2020,-8.8038,,,,1,39.128
HF-14995,,,1/5/2022,CA-2022-164784,38109,OFF-LA-10001569,HF-14995,CA-2022-164784,2664,Consumer,4/5/2022,First Class,,,,0.2,2022,1.2948,$0K,$1,$0K,1,3.984
SV-20365,,,18/9/2022,CA-2022-157511,43229,OFF-AR-10002257,SV-20365,CA-2022-157511,3544,Consumer,20/9/2022,First Class,,,,0.2,2022,0.3674,$0K,$1,$0K,1,2.672
SE-20110,SE-20110,CA-2023-155047,27/8/2023,CA-2023-155047,75220,OFF-AR-10003338,,,2918,Consumer,30/8/2023,First Class,$0K,$1,$0K,0.2,2023,0.372,,,,1,5.952
GT-14710,GT-14710,CA-2023-161774,14/5/2023,CA-2023-161774,77041,TEC-PH-10004071,,,6411,Consumer,15/5/2023,First Class,$0K,$1,$0K,0.2,2023,0.6993,,,,1,7.992
BG-11740,,,6/9/2022,CA-2022-145240,77070,OFF-ST-10001590,BG-11740,CA-2022-145240,4514,Consumer,8/9/2022,First Class,,,,0.2,2022,0.8088,$0K,$1,$0K,1,10.784
JS-15880,,,14/3/2022,CA-2022-162082,78550,OFF-PA-10001934,JS-15880,CA-2022-162082,3930,Consumer,17/3/2022,First Class,,,,0.2,2022,1.8792,$0K,$1,$0K,1,5.184
JL-15130,,,24/4/2022,CA-2022-138933,92503,OFF-BI-10003355,JL-15130,CA-2022-138933,3235,Consumer,27/4/2022,First Class,,,,0.2,2022,1.3944,$0K,$1,$0K,1,3.984
PG-18820,PG-18820,CA-2023-140186,29/9/2023,CA-2023-140186,93309,FUR-CH-10002961,,,5792,Consumer,2/10/2023,First Class,$0K,$1,$0K,0.2,2023,0,,,,1,72.784
TM-21490,TM-21490,CA-2023-131037,22/8/2023,CA-2023-131037,94110,FUR-TA-10001768,,,5235,Consumer,23/8/2023,First Class,$0K,$1,$0K,0.2,2023,2.6251,,,,1,210.008
NS-18505,NS-18505,CA-2023-129378,1/10/2023,CA-2023-129378,95123,OFF-BI-10002012,,,2214,Consumer,2/10/2023,First Class,$0K,$1,$0K,0.2,2023,0.504,,,,1,1.44
CK-12205,,,2/10/2021,US-2021-144771,97123,FUR-FU-10000629,,,8743,Consumer,4/10/2021,First Class,,,,0.2,2021,3.0338,,,,1,11.032
GA-14725,,,1/11/2021,US-2021-110163,97301,OFF-AR-10001683,,,2802,Consumer,4/11/2021,First Class,,,,0.2,2021,1.773,,,,1,7.88
AB-10015,,,7/3/2020,CA-2020-156587,98103,FUR-CH-10004477,,,4962,Consumer,8/3/2020,First Class,,,,0.2,2020,5.4801,,,,1,48.712
GM-14440,GM-14440,US-2023-121251,26/3/2023,US-2023-121251,10009,FUR-BO-10001918,,,1861,Consumer,27/3/2023,First Class,$0K,$2,$0K,0.2,2023,-28.9764,,,,2,257.568
RP-19390,,,19/8/2022,CA-2022-101980,10009,OFF-BI-10004318,RP-19390,CA-2022-101980,7097,Consumer,20/8/2022,First Class,,,,0.2,2022,89.9548,$0K,$2,$0K,2,276.784
MW-18220,,,20/9/2020,CA-2020-125997,10011,FUR-BO-10002213,,,9396,Consumer,23/9/2020,First Class,,,,0.2,2020,-10.0196,,,,2,801.568
AH-10210,,,7/12/2021,CA-2021-165050,10024,OFF-BI-10003727,,,4978,Consumer,9/12/2021,First Class,,,,0.2,2021,2.3408,,,,2,6.688
NP-18325,,,9/8/2021,CA-2021-131338,10024,OFF-BI-10000545,,,1583,Consumer,12/8/2021,First Class,,,,0.2,2021,456.588,,,,2,1217.568
CD-11920,CD-11920,CA-2023-111556,20/11/2023,CA-2023-111556,10035,FUR-BO-10003159,,,4390,Consumer,22/11/2023,First Class,$0K,$2,$0K,0.2,2023,-25.2956,,,,2,183.968
LW-17215,,,7/11/2022,CA-2022-132997,14609,OFF-BI-10004318,LW-17215,CA-2022-132997,8067,Consumer,9/11/2022,First Class,,,,0.2,2022,89.9548,$0K,$2,$0K,2,276.784
BD-11770,BD-11770,CA-2023-145338,29/1/2023,CA-2023-145338,19120,OFF-AR-10002053,,,8590,Consumer,1/2/2023,First Class,$0K,$2,$0K,0.2,2023,0.4768,,,,2,4.768
RL-19615,RL-19615,US-2023-169551,7/7/2023,US-2023-169551,19120,TEC-AC-10003033,,,5935,Consumer,9/7/2023,First Class,$0K,$2,$1K,0.2,2023,85.787,,,,2,527.92
AW-10840,AW-10840,CA-2023-143798,10/12/2023,CA-2023-143798,19140,FUR-FU-10004306,,,1689,Consumer,12/12/2023,First Class,$0K,$2,$0K,0.2,2023,23.316,,,,2,310.88
AW-10840,AW-10840,CA-2023-143798,10/12/2023,CA-2023-143798,19140,OFF-PA-10000788,,,1688,Consumer,12/12/2023,First Class,$0K,$2,$0K,0.2,2023,3.6288,,,,2,10.368
AS-10090,AS-10090,CA-2023-136448,16/9/2023,CA-2023-136448,19143,TEC-AC-10003628,,,3461,Consumer,18/9/2023,First Class,$0K,$2,$0K,0.2,2023,14.3952,,,,2,47.984
CC-12475,CC-12475,CA-2023-100811,21/11/2023,CA-2023-100811,19143,OFF-PA-10001204,,,4011,Consumer,24/11/2023,First Class,$0K,$2,$0K,0.2,2023,2.64,,,,2,8.448
JK-15370,,,19/12/2021,CA-2021-127453,19143,OFF-AP-10002906,,,1726,Consumer,20/12/2021,First Class,,,,0.2,2021,0.444,,,,2,3.552
LR-16915,,,30/11/2021,CA-2021-141327,27707,FUR-FU-10000576,,,8195,Consumer,3/12/2021,First Class,,,,0.2,2021,25.1808,,,,2,335.744
HA-14920,,,9/8/2022,US-2022-113649,28314,TEC-PH-10002350,HA-14920,US-2022-113649,3518,Consumer,12/8/2022,First Class,,,,0.2,2022,4.4784,$0K,$2,$0K,2,44.784
LT-17110,,,19/11/2022,CA-2022-157364,28540,OFF-AR-10003752,LT-17110,CA-2022-157364,6029,Consumer,21/11/2022,First Class,,,,0.2,2022,6.006,$0K,$2,$0K,2,18.48
AG-10900,AG-10900,CA-2023-110198,1/5/2023,CA-2023-110198,33065,OFF-LA-10004409,,,9336,Consumer,2/5/2023,First Class,$0K,$2,$0K,0.2,2023,1.4976,,,,2,4.608
VM-21835,,,14/6/2022,CA-2022-133872,33433,TEC-AC-10000521,VM-21835,CA-2022-133872,7993,Consumer,17/6/2022,First Class,,,,0.2,2022,2.308,$0K,$2,$0K,2,18.464
PR-18880,,,5/9/2020,CA-2020-136861,33710,FUR-FU-10001967,,,5430,Consumer,7/9/2020,First Class,,,,0.2,2020,1.999,,,,2,31.984
SM-20905,,,3/5/2022,CA-2022-129280,43055,FUR-FU-10001876,SM-20905,CA-2022-129280,9561,Consumer,5/5/2022,First Class,,,,0.2,2022,10.3936,$0K,$2,$0K,2,51.968
SM-20905,,,3/5/2022,CA-2022-129280,43055,OFF-LA-10000081,SM-20905,CA-2022-129280,9564,Consumer,5/5/2022,First Class,,,,0.2,2022,2.1,$0K,$2,$0K,2,6
BE-11410,,,7/2/2022,CA-2022-161662,43130,OFF-PA-10003465,BE-11410,CA-2022-161662,2696,Consumer,9/2/2022,First Class,,,,0.2,2022,10.6232,$0K,$2,$0K,2,30.352
MJ-17740,,,23/4/2022,CA-2022-124149,43130,OFF-PA-10002923,MJ-17740,CA-2022-124149,2831,Consumer,26/4/2022,First Class,,,,0.2,2022,29.364,$0K,$2,$0K,2,78.304
MM-17260,MM-17260,CA-2023-138156,11/2/2023,CA-2023-138156,43229,FUR-FU-10003601,,,9239,Consumer,14/2/2023,First Class,$0K,$2,$0K,0.2,2023,-3.6892,,,,2,147.568
SH-20395,SH-20395,CA-2023-157980,7/12/2023,CA-2023-157980,43615,TEC-AC-10002567,,,3900,Consumer,9/12/2023,First Class,$0K,$2,$0K,0.2,2023,25.5968,,,,2,127.984
JE-15715,JE-15715,US-2023-105697,25/8/2023,US-2023-105697,44105,OFF-ST-10003996,,,7914,Consumer,27/8/2023,First Class,$0K,$2,$0K,0.2,2023,1.9272,,,,2,25.696
AC-10660,,,15/10/2020,US-2020-122021,44134,OFF-PA-10002230,,,4899,Consumer,17/10/2020,First Class,,,,0.2,2020,2.8884,,,,2,7.968
JM-15865,JM-15865,CA-2023-166576,16/5/2023,CA-2023-166576,44312,OFF-ST-10002574,,,4093,Consumer,18/5/2023,First Class,$0K,$2,$0K,0.2,2023,-55.256,,,,2,221.024
BT-11440,,,18/6/2022,US-2022-163461,60423,OFF-PA-10003134,BT-11440,US-2022-163461,6849,Consumer,21/6/2022,First Class,,,,0.2,2022,26.9024,$0K,$2,$0K,2,76.864
AT-10735,AT-10735,CA-2023-135034,1/8/2023,CA-2023-135034,60653,TEC-PH-10003931,,,1010,Consumer,3/8/2023,First Class,$0K,$2,$0K,0.2,2023,5.999,,,,2,95.984
SB-20185,,,20/9/2020,CA-2020-120411,60653,TEC-PH-10002185,,,8868,Consumer,23/9/2020,First Class,,,,0.2,2020,3.475,,,,2,11.12
CC-12550,CC-12550,CA-2023-123071,3/12/2023,CA-2023-123071,75023,OFF-PA-10003729,,,7762,Consumer,6/12/2023,First Class,$0K,$2,$0K,0.2,2023,3.6288,,,,2,10.368
CK-12205,CK-12205,CA-2023-110821,7/8/2023,CA-2023-110821,75081,OFF-ST-10002790,,,7653,Consumer,8/8/2023,First Class,$0K,$2,$0K,0.2,2023,-25.109,,,,2,118.16
PG-18820,PG-18820,US-2023-116491,11/11/2023,US-2023-116491,75081,TEC-PH-10004531,,,8997,Consumer,13/11/2023,First Class,$0K,$2,$0K,0.2,2023,12.3144,,,,2,35.184
NS-18505,NS-18505,CA-2023-121195,24/12/2023,CA-2023-121195,75220,OFF-ST-10000585,,,7608,Consumer,27/12/2023,First Class,$0K,$2,$0K,0.2,2023,19.824,,,,2,264.32
SF-20065,,,5/12/2021,CA-2021-142937,75220,OFF-AR-10003582,,,8321,Consumer,6/12/2021,First Class,,,,0.2,2021,4.504,,,,2,45.04
DC-12850,DC-12850,CA-2023-131016,18/9/2023,CA-2023-131016,76017,OFF-AR-10000122,,,2823,Consumer,20/9/2023,First Class,$0K,$2,$0K,0.2,2023,0.558,,,,2,8.928
DC-12850,DC-12850,CA-2023-131016,18/9/2023,CA-2023-131016,76017,OFF-ST-10000352,,,2824,Consumer,20/9/2023,First Class,$0K,$2,$0K,0.2,2023,-2.974,,,,2,47.584
NC-18340,,,4/5/2020,CA-2020-111899,77036,OFF-AR-10001725,,,7296,Consumer,5/5/2020,First Class,,,,0.2,2020,2.838,,,,2,37.84
GT-14710,GT-14710,CA-2023-161774,14/5/2023,CA-2023-161774,77041,OFF-PA-10003134,,,6412,Consumer,15/5/2023,First Class,$0K,$2,$0K,0.2,2023,26.9024,,,,2,76.864
JE-15715,,,23/10/2021,CA-2021-110877,77041,TEC-PH-10002103,,,5420,Consumer,26/10/2021,First Class,,,,0.2,2021,15.0384,,,,2,150.384
MV-17485,,,25/6/2021,CA-2021-119690,77041,OFF-LA-10001613,,,8036,Consumer,28/6/2021,First Class,,,,0.2,2021,1.6704,,,,2,4.608
CG-12520,CG-12520,CA-2023-164098,26/1/2023,CA-2023-164098,77070,OFF-ST-10000615,,,5492,Consumer,27/1/2023,First Class,$0K,$2,$0K,0.2,2023,1.816,,,,2,18.16
TB-21250,TB-21250,US-2023-104661,15/1/2023,US-2023-104661,78745,TEC-AC-10003628,,,6385,Consumer,18/1/2023,First Class,$0K,$2,$0K,0.2,2023,14.3952,,,,2,47.984
MN-17935,,,11/7/2020,CA-2020-123225,79907,OFF-PA-10000552,,,5802,Consumer,14/7/2020,First Class,,,,0.2,2020,3.6288,,,,2,10.368
RH-19495,RH-19495,CA-2023-121538,28/11/2023,CA-2023-121538,80219,OFF-PA-10004071,,,1928,Consumer,1/12/2023,First Class,$0K,$2,$0K,0.2,2023,31.0688,,,,2,88.768
SO-20335,SO-20335,CA-2023-101700,23/4/2023,CA-2023-101700,80634,OFF-EN-10003134,,,8592,Consumer,26/4/2023,First Class,$0K,$2,$0K,0.2,2023,7.008,,,,2,18.688
RC-19825,,,26/12/2022,CA-2022-114538,80906,OFF-AR-10002445,RC-19825,CA-2022-114538,4403,Consumer,27/12/2022,First Class,,,,0.2,2022,2.5488,$0K,$2,$0K,2,11.328
CT-11995,,,20/12/2020,CA-2020-138681,85705,FUR-FU-10001876,,,4690,Consumer,22/12/2020,First Class,,,,0.2,2020,10.3936,,,,2,51.968
CT-11995,,,20/12/2020,CA-2020-138681,85705,OFF-PA-10003270,,,4694,Consumer,22/12/2020,First Class,,,,0.2,2020,2.64,,,,2,8.448
SC-20095,,,23/11/2020,US-2020-157385,90004,FUR-CH-10000595,,,1574,Consumer,25/11/2020,First Class,,,,0.2,2020,23.84,,,,2,381.44
PF-19225,,,3/11/2022,CA-2022-114972,90032,FUR-CH-10001190,PF-19225,CA-2022-114972,2474,Consumer,6/11/2022,First Class,,,,0.2,2022,-29.9178,$0K,$2,$0K,2,217.584
JH-15985,,,5/9/2022,CA-2022-151372,90278,OFF-BI-10000050,JH-15985,CA-2022-151372,4946,Consumer,6/9/2022,First Class,,,,0.2,2022,3.942,$0K,$2,$0K,2,11.68
HA-14920,,,11/10/2020,CA-2020-157924,91104,FUR-CH-10000229,,,4169,Consumer,13/10/2020,First Class,,,,0.2,2020,-65.0352,,,,2,433.568
